model,metric,term,estimate,std_error,t_value,p_value_corrected,stars
google--gemma-3-12b-it,message_length,groupB1,82.41851851851851,10.597274172173925,7.7773319043618905,0,***
google--gemma-3-12b-it,message_length,groupC1,162.6962962962963,10.597274172173927,15.352655187831264,0,***
google--gemma-3-12b-it,dependency_distance_mean,(Intercept),2.3462362537346717,0.031427334738669516,74.65590936185129,0,***
google--gemma-3-12b-it,dependency_distance_mean,groupB1,0.14908291583012845,0.044444963016665534,3.354326468316034,0.0864,
google--gemma-3-12b-it,dependency_distance_mean,groupC1,0.17580385142368052,0.044444963016665534,3.955540504280751,0.0144,*
mistralai--Mistral-7B-Instruct-v0.3,message_length,(Intercept),162.7148148148141,7.23897355335538,22.477608685197254,0,***
mistralai--Mistral-7B-Instruct-v0.3,message_length,groupB1,55.7666666666674,10.237454576815349,5.447317616721011,0,***
mistralai--Mistral-7B-Instruct-v0.3,message_length,groupC1,88.3074074074082,10.237454576815349,8.625914454106299,0,***
mistralai--Mistral-7B-Instruct-v0.3,dependency_distance_mean,(Intercept),2.6218182596442747,0.022950722709396385,114.23684965575664,0,***
mistralai--Mistral-7B-Instruct-v0.3,dependency_distance_mean,groupB1,0.08660082331162214,0.03245722332189254,2.6681525542947324,0.6552,
mistralai--Mistral-7B-Instruct-v0.3,dependency_distance_mean,groupC1,0.1844563572915579,0.03245722332189255,5.683060299466259,0,***
Qwen--Qwen2.5-7B-Instruct,message_length,(Intercept),100.14814814814652,25.52381474731773,3.923713956538216,0.0144,*
Qwen--Qwen2.5-7B-Instruct,message_length,groupB1,110.41851851852029,36.09612497915531,3.0590130819384203,0.216,
Qwen--Qwen2.5-7B-Instruct,message_length,groupC1,166.14074074074264,36.09612497915531,4.602730648696643,0,***
Qwen--Qwen2.5-7B-Instruct,dependency_distance_mean,(Intercept),2.160087750114298,0.03326942537562768,64.92711327971185,0,***
Qwen--Qwen2.5-7B-Instruct,dependency_distance_mean,groupB1,0.2777031618588737,0.047050072578572244,5.902289765762158,0,***
Qwen--Qwen2.5-7B-Instruct,dependency_distance_mean,groupC1,0.3497547335370256,0.04705007257857225,7.433670435958316,0,***
meta-llama--Llama-3.1-8B-Instruct,surprisal_mean,(Intercept),1.3635756166926165,0.056401176753729354,24.176368210304304,0,***
meta-llama--Llama-3.1-8B-Instruct,surprisal_mean,groupB1,-0.2939674844184789,0.07976330909892637,-3.6854976020852646,0.0288,*
meta-llama--Llama-3.1-8B-Instruct,surprisal_mean,groupC1,-0.5211757765976381,0.07976330909892639,-6.534029022683227,0,***
google--gemma-3-12b-it,surprisal_mean,(Intercept),1.8313675262896705,0.03500120279179507,52.322988360816474,0,***
google--gemma-3-12b-it,surprisal_mean,groupB1,-0.2618364387797761,0.04949917568752768,-5.289713114268104,0,***
google--gemma-3-12b-it,surprisal_mean,groupC1,-0.555160032316609,0.04949917568752768,-11.215540958119286,0,***
mistralai--Mistral-7B-Instruct-v0.3,surprisal_mean,(Intercept),1.149891583957895,0.029194217474459376,39.38764876859193,0,***
mistralai--Mistral-7B-Instruct-v0.3,surprisal_mean,groupB1,-0.2128476675154608,0.04128685829525006,-5.155336983825391,0,***
mistralai--Mistral-7B-Instruct-v0.3,surprisal_mean,groupC1,-0.33305239965879707,0.041286858295250056,-8.066789613224552,0,***
Qwen--Qwen2.5-7B-Instruct,surprisal_mean,(Intercept),1.4897609056138554,0.04914741615858254,30.312090076249117,0,***
Qwen--Qwen2.5-7B-Instruct,surprisal_mean,groupB1,-0.12367116934482114,0.06950494248706193,-1.7793147497077928,1,
Qwen--Qwen2.5-7B-Instruct,surprisal_mean,groupC1,-0.1337750457715928,0.06950494248706195,-1.9246839287219677,1,
